var0 = Atom flat-tire(), var1 = Atom has-many-spares(0), var2 = Atom tire-at(a1), var3 = Atom tire-at(b1), var4 = Atom tire-at(b2), var5 = Atom tire-at(c1), var6 = Atom tire-at(c2), var7 = NegatedAtom tire-at(d1), var8 = NegatedAtom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(c2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(0), var2 = Atom tire-at(a1), var3 = Atom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = NegatedAtom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(2), var2 = Atom tire-at(a1), var3 = Atom tire-at(b1), var4 = NegatedAtom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = NegatedAtom tire-at(d1), var8 = NegatedAtom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(1), var2 = Atom tire-at(a1), var3 = Atom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = NegatedAtom tire-at(d1), var8 = NegatedAtom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b2) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(1), var2 = Atom tire-at(a1), var3 = Atom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = NegatedAtom tire-at(d1), var8 = NegatedAtom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(0), var2 = Atom tire-at(a1), var3 = NegatedAtom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = Atom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b1) -> easy dead end
var0 = Atom flat-tire(), var1 = Atom has-many-spares(2), var2 = NegatedAtom tire-at(a1), var3 = NegatedAtom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = Atom tire-at(d1), var8 = NegatedAtom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(3), var2 = NegatedAtom tire-at(a1), var3 = NegatedAtom tire-at(b1), var4 = NegatedAtom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = Atom tire-at(d1), var8 = NegatedAtom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(3), var2 = NegatedAtom tire-at(a1), var3 = NegatedAtom tire-at(b1), var4 = NegatedAtom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = Atom tire-at(d1), var8 = NegatedAtom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(c2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(a1), var3 = NegatedAtom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = Atom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(2), var2 = NegatedAtom tire-at(a1), var3 = NegatedAtom tire-at(b1), var4 = NegatedAtom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = Atom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b2) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(a1), var3 = NegatedAtom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = Atom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b2) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(2), var2 = NegatedAtom tire-at(a1), var3 = NegatedAtom tire-at(b1), var4 = NegatedAtom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = Atom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(0), var2 = Atom tire-at(a1), var3 = NegatedAtom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = Atom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(1), var2 = Atom tire-at(a1), var3 = NegatedAtom tire-at(b1), var4 = NegatedAtom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = Atom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(1), var2 = Atom tire-at(a1), var3 = NegatedAtom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = Atom tire-at(d1), var8 = NegatedAtom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(2), var2 = Atom tire-at(a1), var3 = NegatedAtom tire-at(b1), var4 = NegatedAtom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = Atom tire-at(d1), var8 = NegatedAtom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b2) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(1), var2 = Atom tire-at(a1), var3 = NegatedAtom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = Atom tire-at(d1), var8 = NegatedAtom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b2) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(2), var2 = Atom tire-at(a1), var3 = NegatedAtom tire-at(b1), var4 = NegatedAtom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = Atom tire-at(d1), var8 = NegatedAtom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b2) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(3), var2 = NegatedAtom tire-at(a1), var3 = NegatedAtom tire-at(b1), var4 = NegatedAtom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = Atom tire-at(d1), var8 = NegatedAtom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(c2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(0), var2 = Atom tire-at(a1), var3 = Atom tire-at(b1), var4 = NegatedAtom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = Atom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b2) -> easy dead end
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(0), var2 = Atom tire-at(a1), var3 = Atom tire-at(b1), var4 = NegatedAtom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = Atom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(2), var2 = NegatedAtom tire-at(a1), var3 = Atom tire-at(b1), var4 = NegatedAtom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = Atom tire-at(d1), var8 = NegatedAtom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(c2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(3), var2 = NegatedAtom tire-at(a1), var3 = Atom tire-at(b1), var4 = NegatedAtom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = NegatedAtom tire-at(c2), var7 = Atom tire-at(d1), var8 = NegatedAtom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(c2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(a1), var3 = Atom tire-at(b1), var4 = NegatedAtom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = Atom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(c2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(2), var2 = NegatedAtom tire-at(a1), var3 = Atom tire-at(b1), var4 = NegatedAtom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = NegatedAtom tire-at(c2), var7 = Atom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(c2) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(a1), var3 = Atom tire-at(b1), var4 = NegatedAtom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = Atom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(c2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(0), var2 = Atom tire-at(a1), var3 = Atom tire-at(b1), var4 = NegatedAtom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = Atom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(c2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(1), var2 = Atom tire-at(a1), var3 = Atom tire-at(b1), var4 = NegatedAtom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = NegatedAtom tire-at(c2), var7 = Atom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(c2) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(1), var2 = Atom tire-at(a1), var3 = Atom tire-at(b1), var4 = NegatedAtom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = NegatedAtom tire-at(c2), var7 = Atom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(c2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(1), var2 = Atom tire-at(a1), var3 = Atom tire-at(b1), var4 = NegatedAtom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = Atom tire-at(d1), var8 = NegatedAtom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(c2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(2), var2 = Atom tire-at(a1), var3 = Atom tire-at(b1), var4 = NegatedAtom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = NegatedAtom tire-at(c2), var7 = Atom tire-at(d1), var8 = NegatedAtom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(c2) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(1), var2 = Atom tire-at(a1), var3 = Atom tire-at(b1), var4 = NegatedAtom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = Atom tire-at(d1), var8 = NegatedAtom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(c2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(3), var2 = NegatedAtom tire-at(a1), var3 = Atom tire-at(b1), var4 = NegatedAtom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = NegatedAtom tire-at(c2), var7 = Atom tire-at(d1), var8 = NegatedAtom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b1) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(3), var2 = NegatedAtom tire-at(a1), var3 = Atom tire-at(b1), var4 = NegatedAtom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = NegatedAtom tire-at(c2), var7 = Atom tire-at(d1), var8 = NegatedAtom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(2), var2 = NegatedAtom tire-at(a1), var3 = Atom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = NegatedAtom tire-at(c2), var7 = Atom tire-at(d1), var8 = NegatedAtom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(2), var2 = NegatedAtom tire-at(a1), var3 = Atom tire-at(b1), var4 = NegatedAtom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = NegatedAtom tire-at(c2), var7 = Atom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(a1), var3 = Atom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = NegatedAtom tire-at(c2), var7 = Atom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b2) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(2), var2 = NegatedAtom tire-at(a1), var3 = Atom tire-at(b1), var4 = NegatedAtom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = NegatedAtom tire-at(c2), var7 = Atom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b2) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(1), var2 = NegatedAtom tire-at(a1), var3 = Atom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = NegatedAtom tire-at(c2), var7 = Atom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(1), var2 = Atom tire-at(a1), var3 = Atom tire-at(b1), var4 = NegatedAtom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = NegatedAtom tire-at(c2), var7 = Atom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(0), var2 = Atom tire-at(a1), var3 = Atom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = NegatedAtom tire-at(c2), var7 = Atom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(0), var2 = Atom tire-at(a1), var3 = Atom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = NegatedAtom tire-at(c2), var7 = Atom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(c2) -> easy dead end
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(0), var2 = Atom tire-at(a1), var3 = Atom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = NegatedAtom tire-at(c2), var7 = Atom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(c2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(2), var2 = Atom tire-at(a1), var3 = Atom tire-at(b1), var4 = NegatedAtom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = NegatedAtom tire-at(c2), var7 = Atom tire-at(d1), var8 = NegatedAtom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(1), var2 = Atom tire-at(a1), var3 = Atom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = NegatedAtom tire-at(c2), var7 = Atom tire-at(d1), var8 = NegatedAtom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b2) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(2), var2 = Atom tire-at(a1), var3 = Atom tire-at(b1), var4 = NegatedAtom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = NegatedAtom tire-at(c2), var7 = Atom tire-at(d1), var8 = NegatedAtom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b2) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(1), var2 = Atom tire-at(a1), var3 = Atom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = NegatedAtom tire-at(c2), var7 = Atom tire-at(d1), var8 = NegatedAtom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(1), var2 = Atom tire-at(a1), var3 = NegatedAtom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = Atom tire-at(d1), var8 = NegatedAtom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(c2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(2), var2 = Atom tire-at(a1), var3 = NegatedAtom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = NegatedAtom tire-at(c2), var7 = Atom tire-at(d1), var8 = NegatedAtom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(c2) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(2), var2 = Atom tire-at(a1), var3 = NegatedAtom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = NegatedAtom tire-at(c2), var7 = Atom tire-at(d1), var8 = NegatedAtom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(c2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(0), var2 = Atom tire-at(a1), var3 = NegatedAtom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = Atom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(c2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(1), var2 = Atom tire-at(a1), var3 = NegatedAtom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = NegatedAtom tire-at(c2), var7 = Atom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(c2) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(0), var2 = Atom tire-at(a1), var3 = NegatedAtom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = Atom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(c2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(3), var2 = NegatedAtom tire-at(a1), var3 = NegatedAtom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = NegatedAtom tire-at(c2), var7 = NegatedAtom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(2), var2 = NegatedAtom tire-at(a1), var3 = NegatedAtom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = NegatedAtom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(c2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(3), var2 = NegatedAtom tire-at(a1), var3 = NegatedAtom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = NegatedAtom tire-at(c2), var7 = NegatedAtom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(c2) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(2), var2 = NegatedAtom tire-at(a1), var3 = NegatedAtom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = NegatedAtom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(c2) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(3), var2 = NegatedAtom tire-at(a1), var3 = NegatedAtom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = NegatedAtom tire-at(c2), var7 = NegatedAtom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(1), var2 = Atom tire-at(a1), var3 = NegatedAtom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = NegatedAtom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(c2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(2), var2 = Atom tire-at(a1), var3 = NegatedAtom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = NegatedAtom tire-at(c2), var7 = NegatedAtom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(c2) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(2), var2 = Atom tire-at(a1), var3 = NegatedAtom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = NegatedAtom tire-at(c2), var7 = NegatedAtom tire-at(d1), var8 = Atom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(c2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(3), var2 = Atom tire-at(a1), var3 = NegatedAtom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = NegatedAtom tire-at(c2), var7 = NegatedAtom tire-at(d1), var8 = NegatedAtom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(2), var2 = Atom tire-at(a1), var3 = NegatedAtom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = NegatedAtom tire-at(d1), var8 = NegatedAtom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(c2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(3), var2 = Atom tire-at(a1), var3 = NegatedAtom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = NegatedAtom tire-at(c2), var7 = NegatedAtom tire-at(d1), var8 = NegatedAtom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(c2) -> alive
var0 = NegatedAtom flat-tire(), var1 = Atom has-many-spares(2), var2 = Atom tire-at(a1), var3 = NegatedAtom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = Atom tire-at(c2), var7 = NegatedAtom tire-at(d1), var8 = NegatedAtom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(c2) -> alive
var0 = Atom flat-tire(), var1 = Atom has-many-spares(3), var2 = NegatedAtom tire-at(a1), var3 = Atom tire-at(b1), var4 = Atom tire-at(b2), var5 = NegatedAtom tire-at(c1), var6 = NegatedAtom tire-at(c2), var7 = NegatedAtom tire-at(d1), var8 = NegatedAtom tire-at(d2), var9 = NegatedAtom tire-at(d3), var10 = Atom vehicle-at(b1) -> alive
